Time,V(V),
0,0,
1e-15,0,
0.001,0,
0.002,0,
0.003,0,
0.004,0,
0.005,0,
0.006,0,
0.007,0,
0.008,0,
0.009,0,
0.01,0,
0.011,0,
0.012,0,
0.0125,0,
0.012500000000001,0.07462637558812658,
0.013500000000001,0.21948936836910107,
0.014500000000001,0.36009171246070876,
0.015500000000001,0.4965587202488509,
0.016500000000001,0.6290120184848684,
0.017500000000001,0.7575696566858563,
0.018500000000001,0.8823462123467556,
0.019500000000001,1.0034528930579902,
0.020500000000001,1.1209976356196658,
0.021500000000001,1.2350852022406607,
0.022500000000001,1.3458172739083534,
0.023500000000001,1.4532925410121975,
0.024500000000001,1.557606791301915,
0.025,1.557606791301915,
0.025000000000001,1.5343590814166632,
0.026000000000001,1.4892311651438006,
0.027000000000001,1.4454305319377223,
0.028000000000001,1.4029181443137648,
0.029000000000001,1.3616561129411497,
0.030000000000001,1.3216076628739697,
0.031000000000001,1.2827371007753745,
0.032000000000001,1.2450097831057465,
0.033000000000001,1.2083920852465102,
0.034000000000001,1.1728513715320614,
0.035000000000001,1.138355966163103,
0.036000000000001,1.1048751249754647,
0.037000000000001,1.0723790080392486,
0.0375,1.0723790080392486,
0.037500000000001,1.1309998319018837,
0.038500000000001,1.2447932181828034,
0.039500000000001,1.3552397618173788,
0.040500000000001,1.4624378987170936,
0.041500000000001,1.566483169638298,
0.042500000000001,1.667468305333279,
0.043500000000001,1.7654833091969033,
0.044500000000001,1.8606155374824942,
0.045500000000001,1.952949777158431,
0.046500000000001,2.042568321474865,
0.047500000000001,2.1295510433078984,
0.048500000000001,2.213975466346596,
0.049500000000001,2.2959168341862735,
0.05,2.2959168341862735,
0.050000000000001,2.261649643788872,
0.051000000000001,2.195130967033481,
0.052000000000001,2.130568709288188,
0.053000000000001,2.0679053291897267,
0.054000000000001,2.00708497775692,
0.055000000000001,1.9480534486150547,
0.056000000000001,1.8907581296842393,
0.057000000000001,1.835147956288685,
0.058000000000001,1.7811733656451139,
0.059000000000001,1.7287862526897357,
0.060000000000001,1.6779399272044224,
0.061000000000001,1.6285890722038705,
0.062000000000001,1.5806897035466605,
0.0625,1.5806897035466605,
0.062500000000001,1.6317238504336198,
0.063500000000001,1.7307901549917604,
0.064500000000001,1.8269427635632787,
0.065500000000001,1.920267372534451,
0.066500000000001,2.010847157825915,
0.067500000000001,2.0987628490235286,
0.068500000000001,2.1840928013289314,
0.069500000000001,2.266913065393919,
0.070500000000001,2.3472974551008843,
0.071500000000001,2.425317613349727,
0.072500000000001,2.501043075909867,
0.073500000000001,2.5745413333942677,
0.074500000000001,2.645877891410709,
0.075,2.645877891410709,
0.075000000000001,2.60638743595378,
0.076000000000001,2.5297294779771087,
0.077000000000001,2.4553261512344937,
0.078000000000001,2.38311114347166,
0.079000000000001,2.313020092782131,
0.080000000000001,2.244990530244433,
0.081000000000001,2.1789618242464215,
0.082000000000001,2.114875126447125,
0.083000000000001,2.0526733193279294,
0.084000000000001,1.9923009652863695,
0.085000000000001,1.9337042572271488,
0.086000000000001,1.8768309706063575,
0.087000000000001,1.8216304168861437,
0.0875,1.8216304168861437,
0.087500000000001,1.869068457339476,
0.088500000000001,1.961154083334178,
0.089500000000001,2.0505313260891587,
0.090500000000001,2.1372798434195652,
0.091500000000001,2.2214769502787886,
0.092500000000001,2.303197687665716,
0.093500000000001,2.3825148895053134,
0.094500000000001,2.4594992475621433,
0.095500000000001,2.534219374444677,
0.096500000000001,2.6067418647565455,
0.097500000000001,2.677131354449243,
0.098500000000001,2.745450578429165,
0.099500000000001,2.811760426470343,
0.1,2.811760426470343,
0.100000000000001,2.7697941285404415,
0.101000000000001,2.688330122467996,
0.102000000000001,2.6092621010707253,
0.103000000000001,2.532519594667104,
0.104000000000001,2.4580342061998888,
0.105000000000001,2.385739550276972,
0.106000000000001,2.3155711940051464,
0.107000000000001,2.2474665995640364,
0.108000000000001,2.1813650684690225,
0.109000000000001,2.1172076874734818,
0.110000000000001,2.0549372760621267,
0.111000000000001,1.9944983354886507,
0.112000000000001,1.9358369993122508,
0.1125,1.9358369993122508,
0.112500000000001,1.9815704751026306,
0.113500000000001,2.0703472396322207,
0.114500000000001,2.156512939747236,
0.115500000000001,2.2401443709629576,
0.116500000000001,2.3213160701176565,
0.117500000000001,2.400100381803838,
0.118500000000001,2.4765675228456443,
0.119500000000001,2.5507856448798703,
0.120500000000001,2.6228208950963743,
0.121500000000001,2.6927374751920206,
0.122500000000001,2.7605976985906877,
0.123500000000001,2.8264620459803536,
0.124500000000001,2.8903892192167424,
0.125,2.8903892192167424,
0.125000000000001,2.8472493649229347,
0.126000000000001,2.763507278403286,
0.127000000000001,2.682228178491364,
0.128000000000001,2.603339624873321,
